file,auth_keyword
202101716.json,Meta-analysis
202101716.json,Self-expandable
202101716.json,Systematic reviews
202101716.json,Transcatheter aortic valve replacement
202101717.json,Deep Learning
202101717.json,Nowcasting
202101717.json,Physical Processes
202101717.json,Radar Images
202101717.json,Spatial-Temporal Analysis
202101718.json,component
202101718.json,ensemble model
202101718.json,fusion-based classification
202101718.json,hierarchical model
202101718.json,prediction football match result
202101719.json,facial makeup
202101719.json,machine learning
202101719.json,rule-based classification
202101720.json,COVID-19
202101720.json,FR-TSVM
202101720.json,Public Places
202101720.json,TSVM
202101720.json,VGG-16
202101720.json,Wear Mask
202101721.json,density-based outlier factor
202101721.json,Mass-ratio-variance
202101721.json,outlier factor
202101721.json,parameter- free method
202101722.json,Abusive language detection
202101722.json,Large scale social networks)
202101722.json,Thai natural language processing
202101723.json,Antibacterial effects
202101723.json,Copper/copper oxides nanoparticles
202101723.json,Hydrothermal method
202101723.json,Ultrasonication method
202101723.json,Ultrasono-electrochemical method
202101724.json,Artificial neural networks
202101724.json,Machine learning
202101724.json,Natural language processing
202101724.json,Sequence tagging model
202101724.json,Thai language
202101724.json,Thai sentence segmentation
202101725.json,Extraction recovery
202101725.json,Moringa oleifera
202101725.json,Oil seed
202101725.json,Screw press
202101725.json,Supercritical carbon dioxide extraction
202101726.json,CORDEX
202101726.json,model evaluation
202101726.json,regional climate modelling
202101726.json,Southeast Asia
202101726.json,tropical cyclone
202101726.json,Western North Pacific
202101727.json,Audio Features
202101727.json,Big Five
202101727.json,Music Preference
202101727.json,Music Streaming
202101727.json,Personality Trait
202101728.json,Computer Vision
202101728.json,Deep Learning
202101728.json,RetinaNet
202101728.json,Web components
202101731.json,bacteria
202101731.json,coral bleaching
202101731.json,coral reefs
202101731.json,fungi
202101731.json,microbiome
202101731.json,next generation sequencing
202101731.json,small eukaryotes
202101732.json,digital video broadcasting-terrestrial (DVB-T)
202101732.json,Non-orthogonal multiple access (NOMA)
202101732.json,software-defined radio (SDR)
202101732.json,successive interference cancellation (SIC)
202101733.json,5G
202101733.json,ANN
202101733.json,Classifier
202101733.json,OFDM
202101733.json,PAPR
202101734.json,basic Chinese vocabulary
202101734.json,C# scripts
202101734.json,supermarket
202101734.json,Unity
202101734.json,virtual reality (VR)
202101735.json,3D Train Model
202101735.json,Bangkok
202101735.json,BTS
202101735.json,Train Simulator
202101736.json,Hidden Station
202101736.json,IEEE802.11
202101736.json,MAC Protocol
202101736.json,Wireless LAN
202101737.json,5G wireless network
202101737.json,dementia
202101737.json,mild cognitive impairment
202101737.json,video games
202101737.json,Virtual reality
202101738.json,MPLS
202101738.json,SDN
202101738.json,Segment Routing
202101738.json,SR-TE
202101738.json,Traffic Engineering
202101739.json,Continuous Monitoring Application
202101739.json,Event-Driven Application
202101739.json,Medium access control
202101740.json,hybrid e-nose
202101740.json,metal-oxide semiconductor gas sensors
202101740.json,paper-based colorimetric sensors
202101740.json,VOC classification
202101744.json,acute kidney injury
202101744.json,Fcgr2b deficient mice
202101744.json,neutrophil extracellular traps
202101744.json,renal ischemia reperfusion injury
202101744.json,systemic lupus erythematosus
202101745.json,Complex hydride
202101745.json,Diffusion kinetics
202101745.json,Hydrogen release
202101745.json,Lightweight hydride
202101745.json,Phase stability
202101748.json,Durio zibethinus
202101748.json,metabolome analysis
202101748.json,ripening-associated metabolites
202101748.json,taste precursors
202101748.json,transcriptome analysis
202101750.json,bacterial translocation
202101750.json,inflammation
202101750.json,neuroimmune
202101750.json,oxidative and nitrosative stress pathways
202101750.json,schizophrenia
202101751.json,diseases
202101751.json,epigenetics
202101751.json,histone modifications
202101751.json,innate immunity
202101751.json,long noncoding RNA (lncRNA)
202101752.json,authenticity
202101752.json,commodification of language
202101752.json,emplacement
202101752.json,Germany
202101752.json,linguistic landscape
202101752.json,restaurant signs
202101752.json,sign-genres
202101752.json,Thai
202101753.json,Cadmium ion
202101753.json,Coordination complex
202101753.json,Fluorescent dye
202101753.json,Optical sensor
202101753.json,Zinc ion
202101754.json,Benzothiazole
202101754.json,Copper
202101754.json,Drinking water
202101754.json,Fluorescence
202101754.json,Sensor
202101755.json,canine
202101755.json,degenerative mitral valve disease
202101755.json,plasma
202101755.json,platelet
202101755.json,pulmonary hypertension
202101755.json,serotonin
202101757.json,Cu foam
202101757.json,Electrokinetic remediation (EK)
202101757.json,Hg migration
202101757.json,Manganese oxide (MnO2)
202101757.json,Marine sediment
202101758.json,"Cellulose, hemicelluloses, and lignin"
202101758.json,Isothermal torrefaction
202101758.json,Lignocellulosic biomass
202101758.json,Particle swarm optimization
202101758.json,TG-FTIR spectra
202101758.json,Two-step kinetics
202101759.json,Mangrove
202101759.json,n-Alkanes
202101759.json,Sea-level changes
202101759.json,The Gulf of Thailand
202101760.json,DFT+U
202101760.json,Film thickness
202101760.json,Mn-doped ZnO
202101760.json,Sol-gel spin coating method
202101760.json,Structural properties
202101761.json,Anti-counterfeit marking
202101761.json,Bacterial cellulose
202101761.json,Cellulose nanocrystal
202101761.json,Nanocomposites
202101761.json,ZnO quantum dot
202101764.json,Butyric acid
202101764.json,Enteroendocrine cells
202101764.json,Etiology
202101764.json,Microbiota
202101764.json,Short-chain fatty acids
202101764.json,Superdonor
202101764.json,Therapy
202101766.json,anti-biofilm
202101766.json,anti-conjugation
202101766.json,colistin resistance
202101766.json,Escherichia coli
202101766.json,mcr gene
202101766.json,probiotic
202101767.json,aging
202101767.json,caenorhabditis elegans
202101767.json,daf-16
202101767.json,glutamate toxicity
202101767.json,HT22
202101767.json,neuroprotection
202101767.json,oxidative stress resistanc
202101767.json,vitis vinifera
202101772.json,Biodiversity exploration
202101772.json,Coral reefs
202101772.json,Gulf of Thailand
202101772.json,Heterobranchia
202101772.json,Soft sediment habitats
202101773.json,Diffusivity
202101773.json,Foam characteristics
202101773.json,Froth flotation
202101773.json,Interfacial adsorption
202101773.json,Motor oil removal
202101774.json,Biofilm structure
202101774.json,Floc characteristics
202101774.json,Microbial community
202101774.json,Microplastics (MPs)
202101774.json,Sequencing batch membrane bioreactor (SB-MBR)
202101775.json,CO2 capture
202101775.json,Mixed matrix membranes
202101775.json,Permeability
202101775.json,Polysulfone
202101775.json,Porphyrin
202101775.json,Selectivity
202101776.json,AstraZeneca
202101776.json,Coronavirus
202101776.json,COVID-19
202101776.json,Heterologous vaccination
202101776.json,Sinovac
202101776.json,Vaccine
202101777.json,Calderon-Zygmund
202101777.json,Nonlocal PDE
202101777.json,Regularity theory
202101778.json,cold shock
202101778.json,cspA gene
202101778.json,Cupriavidus necator
202101778.json,E. coli – Escherichia coli
202101778.json,pCold
202101778.json,polyhydroxybutyrate
202101779.json,Energy-related CO2 emissions
202101779.json,Low-carbon policy
202101779.json,Sustainability assessment
202101779.json,Thailand
202101780.json,Antioxidant
202101780.json,Catechol
202101780.json,Density functional theory
202101780.json,Hydrogen bond
202101780.json,Inclusion complex
202101780.json,Protocatechuic acid
202101780.json,Protocatechuic aldehyde
202101780.json,X‐ray analysis
202101780.json,β‐cyclodextrin
202101781.json,Burn wounds
202101781.json,Inflammation
202101781.json,Macrophage
202101781.json,Non-thermal plasma
202101782.json,Abnormal glucose regulation
202101782.json,Dental clinics
202101782.json,Diabetes mellitus
202101782.json,Hyperglycemia
202101782.json,Point-of-care testing
202101782.json,Prevalence
202101783.json,Art and architectural history
202101783.json,Cross-cultural and comparative studies
202101783.json,Global history
202101783.json,Glossary of art and architecture
202101783.json,Interpretive-historical research methodology
202101784.json,"1,3-Butadienel"
202101784.json,Bio-ethanol
202101784.json,Chemical grafting
202101784.json,Core-shell catalyst
202101784.json,Layered double hydroxide
202101784.json,Micro-emulsion
202101785.json,Nasopharyngeal cancer
202101785.json,Proton therapy
202101785.json,Systematic review
202101786.json,Incremental Running Exercise
202101786.json,Muscle Oxygenation
202101786.json,Normobaric Hypoxia
202101786.json,Psycho-Physiological Response
202101787.json,Cordyceps sinensis
202101787.json,Endurance Performance
202101787.json,Time to Exhaustion
202101787.json,Ventilatory Threshold
202101789.json,adherence
202101789.json,anemia
202101789.json,iron deficiency anemia
202101789.json,prevalence
202101789.json,term infant
202101790.json,Impression management
202101790.json,Instrumental conditioning
202101790.json,Internet addiction
202101790.json,Reward processing
202101790.json,Smartphone
202101791.json,Acuros XB (AXB)
202101791.json,Air cavity
202101791.json,Anisotropic analytical algorithm (AAA)
202101791.json,Inhomogeneity
202101791.json,Treatment planning
202101792.json,Circadian
202101792.json,Gastroesophageal reflux disease
202101792.json,Inflammatory processes
202101792.json,Nocturnal asthma
202101792.json,Obstructive sleep apnea
202101793.json,COVID-19
202101793.json,Hyperimmune activation
202101793.json,Immunopathology
202101793.json,Innate immunity
202101793.json,SARS-CoV-2
202101795.json,APRIL
202101795.json,B cells
202101795.json,BAFF
202101795.json,CXCL10
202101795.json,HBsAg
202101795.json,Hepatitis B
202101795.json,IP-10
202101795.json,Peginterferon
202101796.json,Ascites
202101796.json,Budd Chiari syndrome
202101796.json,Hepatic vein stenting
202101796.json,Hepatocellular carcinoma
202101796.json,HVOTO
202101796.json,Liver biopsy
202101796.json,Liver transplant
202101796.json,MOVC
202101796.json,Portal hypertension
202101796.json,TIPS
202101797.json,B cells
202101797.json,BAFF
202101797.json,HBV
202101797.json,HCC
202101797.json,Polymorphisms
202101799.json,Auditory cognitive neuroscience
202101799.json,Auditory processing difficulties
202101799.json,Cognitive impairment
202101799.json,Hearing difficulty
202101800.json,AARC
202101800.json,APASL
202101800.json,CILF-C ACLF
202101800.json,Deaths
202101800.json,EASL
202101800.json,Liver failure
202101800.json,MELD
202101800.json,NACSELD
202101800.json,Natural history
202101800.json,Prediction
202101801.json,Asia-Pacific
202101801.json,HCV
202101801.json,micro-elimination
202101801.json,MSM
202101801.json,people living with HIV
202101801.json,prisoners
202101801.json,PWIDs
202101802.json,Aging
202101802.json,Antioxidant activity
202101802.json,Endothelium
202101802.json,Hypertension
202101802.json,Oxidative stress
202101803.json,Bangkok
202101803.json,epidemiology
202101803.json,HIV infection
202101803.json,primary care
202101803.json,sexually transmitted infections
202101803.json,Southeast Asia
202101803.json,syphilis
202101803.json,Thailand
202101803.json,transgender women
202101804.json,Cholesteryl arachidinate
202101804.json,Cholesteryl linoleate
202101804.json,Foam cell formation
202101804.json,Hemin
202101804.json,Lusianthridin
202101804.json,Oxidation of low-density lipoprotein
202101805.json,Deep learning
202101805.json,Natural language processing
202101805.json,Stock market prediction
202101805.json,Time series
202101806.json,Construction Firm
202101806.json,Construction Industry
202101806.json,Encouragement
202101806.json,Management Mechanism
202101806.json,Manpower Development
202101807.json,Infection
202101807.json,Mozambique tilapia
202101807.json,Pathology
202101807.json,Tilapia tilapinevirus
